_id,key,exch1Name,exch2Name,timeStamp,ccyPair,exch1BuyAt,exch1SellAt,exch2BuyAt,exch2SellAt,gainLoss,urgentTrade,arbPercent,exch1BuyOrSell,tradeInstructions,time
775d4fc53cf8f85b83934435db,BuyPoloniexSellBittrexBTC_GAME1565508924811,Poloniex,Bittrex,Sun Aug 11 2019 03:35:24 ,BTC_GAME,0.00000395,0.00000391,0.00000413,0.000004,GAIN,true,1.2578616352201137,Buy,BTC_GAME BUY at Poloniex for 0.000003950. SELL Bittrex for 0.000004000 Gain 1.257862%,1565508924,
785d4fb3b6f8f85b83934435da,BuyBittrexSellPoloniexBTC_NMR1565504438547,Poloniex,Bittrex,Sun Aug 11 2019 02:20:38 ,BTC_NMR,0.00044683,0.00043864,0.00042599,0.00041949,GAIN,true,2.9261071209650393,Sell,BTC_NMR BUY at Bittrex for 0.000425990. SELL at Poloniex for 0.000438640 Gain 2.926107%,1565504438,
795d4fb3a3f8f85b83934435d9,BuyBittrexSellPoloniexBTC_NMR1565504419481,Poloniex,Bittrex,Sun Aug 11 2019 02:20:19 ,BTC_NMR,0.00044683,0.00043864,0.00042599,0.00041948,GAIN,true,2.9261071209650393,Sell,BTC_NMR BUY at Bittrex for 0.000425990. SELL at Poloniex for 0.000438640 Gain 2.926107%,1565504419,
805d4fb390f8f85b83934435d8,BuyBittrexSellPoloniexBTC_NMR1565504400472,Poloniex,Bittrex,Sun Aug 11 2019 02:20:00 ,BTC_NMR,0.00044685,0.00043864,0.00042599,0.00041948,GAIN,true,2.9261071209650393,Sell,BTC_NMR BUY at Bittrex for 0.000425990. SELL at Poloniex for 0.000438640 Gain 2.926107%,1565504400,
815d4fb37df8f85b83934435d7,BuyBittrexSellPoloniexBTC_NMR1565504381219,Poloniex,Bittrex,Sun Aug 11 2019 02:19:41 ,BTC_NMR,0.00044674,0.00043864,0.00042599,0.00041934,GAIN,true,2.9261071209650393,Sell,BTC_NMR BUY at Bittrex for 0.000425990. SELL at Poloniex for 0.000438640 Gain 2.926107%,1565504381,
825d4fb36af8f85b83934435d6,BuyBittrexSellPoloniexBTC_NMR1565504362188,Poloniex,Bittrex,Sun Aug 11 2019 02:19:21 ,BTC_NMR,0.00044674,0.00043864,0.00042599,0.00041945,GAIN,true,2.9261071209650393,Sell,BTC_NMR BUY at Bittrex for 0.000425990. SELL at Poloniex for 0.000438640 Gain 2.926107%,1565504362,
835d4fb357f8f85b83934435d5,BuyBittrexSellPoloniexBTC_NMR1565504343103,Poloniex,Bittrex,Sun Aug 11 2019 02:19:02 ,BTC_NMR,0.00044676,0.00043864,0.00042599,0.00041945,GAIN,true,2.9261071209650393,Sell,BTC_NMR BUY at Bittrex for 0.000425990. SELL at Poloniex for 0.000438640 Gain 2.926107%,1565504343,
845d4fb344f8f85b83934435d4,BuyBittrexSellPoloniexBTC_NMR1565504324071,Poloniex,Bittrex,Sun Aug 11 2019 02:18:43 ,BTC_NMR,0.00044676,0.00043864,0.00042599,0.00041956,GAIN,true,2.9261071209650393,Sell,BTC_NMR BUY at Bittrex for 0.000425990. SELL at Poloniex for 0.000438640 Gain 2.926107%,1565504324,
855d4fb330f8f85b83934435d3,BuyBittrexSellPoloniexBTC_NMR1565504304860,Poloniex,Bittrex,Sun Aug 11 2019 02:18:24 ,BTC_NMR,0.00044675,0.00043864,0.00042599,0.00041956,GAIN,true,2.9261071209650393,Sell,BTC_NMR BUY at Bittrex for 0.000425990. SELL at Poloniex for 0.000438640 Gain 2.926107%,1565504305,
865d4fb31df8f85b83934435d2,BuyBittrexSellPoloniexBTC_NMR1565504285812,Poloniex,Bittrex,Sun Aug 11 2019 02:18:05 ,BTC_NMR,0.00044676,0.00043864,0.00042599,0.00041957,GAIN,true,2.9261071209650393,Sell,BTC_NMR BUY at Bittrex for 0.000425990. SELL at Poloniex for 0.000438640 Gain 2.926107%,1565504286,
875d4fb30af8f85b83934435d1,BuyBittrexSellPoloniexBTC_NMR1565504266710,Poloniex,Bittrex,Sun Aug 11 2019 02:17:46 ,BTC_NMR,0.00044677,0.00043864,0.00042599,0.00041955,GAIN,true,2.9261071209650393,Sell,BTC_NMR BUY at Bittrex for 0.000425990. SELL at Poloniex for 0.000438640 Gain 2.926107%,1565504267,
885d4fb2f7f8f85b83934435d0,BuyBittrexSellPoloniexBTC_NMR1565504247673,Poloniex,Bittrex,Sun Aug 11 2019 02:17:27 ,BTC_NMR,0.00044676,0.00043864,0.00042599,0.00041941,GAIN,true,2.9261071209650393,Sell,BTC_NMR BUY at Bittrex for 0.000425990. SELL at Poloniex for 0.000438640 Gain 2.926107%,1565504248,
895d4fb2e4f8f85b83934435cf,BuyBittrexSellPoloniexBTC_NMR1565504228547,Poloniex,Bittrex,Sun Aug 11 2019 02:17:08 ,BTC_NMR,0.00044676,0.00043864,0.00042599,0.00041952,GAIN,true,2.9261071209650393,Sell,BTC_NMR BUY at Bittrex for 0.000425990. SELL at Poloniex for 0.000438640 Gain 2.926107%,1565504228,
905d4fb2d1f8f85b83934435ce,BuyBittrexSellPoloniexBTC_NMR1565504209502,Poloniex,Bittrex,Sun Aug 11 2019 02:16:49 ,BTC_NMR,0.00044678,0.00043864,0.00042599,0.00041953,GAIN,true,2.9261071209650393,Sell,BTC_NMR BUY at Bittrex for 0.000425990. SELL at Poloniex for 0.000438640 Gain 2.926107%,1565504209,
915d4fb2bef8f85b83934435cd,BuyBittrexSellPoloniexBTC_NMR1565504190361,Poloniex,Bittrex,Sun Aug 11 2019 02:16:30 ,BTC_NMR,0.00044677,0.00043864,0.00042599,0.00041953,GAIN,true,2.9261071209650393,Sell,BTC_NMR BUY at Bittrex for 0.000425990. SELL at Poloniex for 0.000438640 Gain 2.926107%,1565504190,
925d4fb2abf8f85b83934435cc,BuyBittrexSellPoloniexBTC_NMR1565504171303,Poloniex,Bittrex,Sun Aug 11 2019 02:16:11 ,BTC_NMR,0.00044678,0.00043864,0.00042599,0.00041953,GAIN,true,2.9261071209650393,Sell,BTC_NMR BUY at Bittrex for 0.000425990. SELL at Poloniex for 0.000438640 Gain 2.926107%,1565504171,
935d4fb298f8f85b83934435cb,BuyBittrexSellPoloniexBTC_NMR1565504152215,Poloniex,Bittrex,Sun Aug 11 2019 02:15:52 ,BTC_NMR,0.00044679,0.00043864,0.00042599,0.00041952,GAIN,true,2.9261071209650393,Sell,BTC_NMR BUY at Bittrex for 0.000425990. SELL at Poloniex for 0.000438640 Gain 2.926107%,1565504152,
945d4fb285f8f85b83934435ca,BuyBittrexSellPoloniexBTC_NMR1565504133125,Poloniex,Bittrex,Sun Aug 11 2019 02:15:32 ,BTC_NMR,0.0004468,0.00043864,0.00042599,0.00041952,GAIN,true,2.9261071209650393,Sell,BTC_NMR BUY at Bittrex for 0.000425990. SELL at Poloniex for 0.000438640 Gain 2.926107%,1565504133,
955d4fb272f8f85b83934435c9,BuyBittrexSellPoloniexBTC_NMR1565504114125,Poloniex,Bittrex,Sun Aug 11 2019 02:15:13 ,BTC_NMR,0.0004468,0.00043864,0.00042599,0.00041949,GAIN,true,2.9261071209650393,Sell,BTC_NMR BUY at Bittrex for 0.000425990. SELL at Poloniex for 0.000438640 Gain 2.926107%,1565504114,
965d4fb25ff8f85b83934435c8,BuyBittrexSellPoloniexBTC_NMR1565504094974,Poloniex,Bittrex,Sun Aug 11 2019 02:14:54 ,BTC_NMR,0.00044681,0.00043864,0.00042599,0.00041949,GAIN,true,2.9261071209650393,Sell,BTC_NMR BUY at Bittrex for 0.000425990. SELL at Poloniex for 0.000438640 Gain 2.926107%,1565504095,
975d4fb24bf8f85b83934435c6,BuyBittrexSellPoloniexBTC_NMR1565504075802,Poloniex,Bittrex,Sun Aug 11 2019 02:14:35 ,BTC_NMR,0.00044682,0.00043864,0.00042599,0.0004195,GAIN,true,2.9261071209650393,Sell,BTC_NMR BUY at Bittrex for 0.000425990. SELL at Poloniex for 0.000438640 Gain 2.926107%,1565504076,
985d4fb24cf8f85b83934435c7,BuyPoloniexSellBittrexBTC_GAME1565504075963,Poloniex,Bittrex,Sun Aug 11 2019 02:14:35 ,BTC_GAME,0.00000392,0.00000387,0.000004,0.00000397,GAIN,true,1.2674271229404401,Buy,BTC_GAME BUY at Poloniex for 0.000003920. SELL Bittrex for 0.000003970 Gain 1.267427%,1565504076,
995d4fb238f8f85b83934435c4,BuyBittrexSellPoloniexBTC_NMR1565504056716,Poloniex,Bittrex,Sun Aug 11 2019 02:14:16 ,BTC_NMR,0.00044682,0.00043864,0.00042599,0.0004195,GAIN,true,2.9261071209650393,Sell,BTC_NMR BUY at Bittrex for 0.000425990. SELL at Poloniex for 0.000438640 Gain 2.926107%,1565504057,
1005d4fb238f8f85b83934435c5,BuyPoloniexSellBittrexBTC_GAME1565504056883,Poloniex,Bittrex,Sun Aug 11 2019 02:14:16 ,BTC_GAME,0.00000392,0.00000387,0.00000399,0.00000397,GAIN,true,1.2674271229404401,Buy,BTC_GAME BUY at Poloniex for 0.000003920. SELL Bittrex for 0.000003970 Gain 1.267427%,1565504057,
